"","id","date","screen_name","text","pre_processed_text","rt","like"
"30951",30951,2020-04-27,"SudutEnergi_ID","Belum reda dampak virus corona, harga murah minyak dunia ikut menyerang saham energi.
https://t.co/D2ZRu5MTiH","belum reda dampak virus corona harga murah minyak dunia ikut menyerang saham energi",0,0
"84840",84840,2020-04-26,"daniamfz","Apalah gunanya bersalin dekat private kalau laki takleh masuk musim musim virus ni. I’d rather choose gov lah lagi lagi anak first","apalah gunanya bersalin dekat private kalau laki takleh masuk musim musim virus ni i’d rather choose gov lah lagi lagi anak first",0,0
"44015",44015,2020-04-27,"Yahoo_ID","Pemprov DKI Siapkan Gor untuk Tampung Tunawisma Terdampak Covid-19 https://t.co/inicZbsUul

Cari berita lain? Silahkan klik disini https://t.co/etgqSfoIwQ https://t.co/lHoD0ObPlf","pemprov dki siapkan gor untuk tampung tunawisma terdampak covid ",0,4
"95032",95032,2020-04-26,"Borox56826405","Untuk mengurangi penyebaran pandemi Covid-19
-
Pemerintah Prov. Jawa Timur memantau langsung Pos penyekatan arus mudik di exit Toll Ngawi. Minggu (26/4/2020)
-
#dirumahaja
#polisijatim https://t.co/wc41PR75pe","untuk mengurangi penyebaran pandemi covid  pemerintah prov jawa timur memantau langsung pos penyekatan arus mudik di exit toll ngawi minggu   ",0,1
"101214",101214,2020-04-26,"RyanJonathan135","@NyneComics Kenapa gak sewa buzzeRp aja.
Soalnya di sini lawan Corona make jasa buzzeRp","kenapa gak sewa buzzerp aja soalnya di sini lawan corona make jasa buzzerp",0,0
"4903",4903,2020-04-27,"antaranews_bali","Imigrasi Ngurah Rai periksa warga Singapura tinggal di bedeng: Kantor Imigrasi Kelas I Khusus TPI Ngurah Rai memeriksa seorang warga negara asing (WNA) bernama Hardev Prem Grewal yang diserahkan oleh Tim Satgas COVID-19, untuk dimintai keterangan terkait… https://t.co/hIjExaRyD1","imigrasi ngurah rai periksa warga singapura tinggal di bedeng kantor imigrasi kelas i khusus tpi ngurah rai memeriksa seorang warga negara asing wna bernama hardev prem grewal yang diserahkan oleh tim satgas covid  untuk dimintai keterangan terkait…",1,0
"56834",56834,2020-04-27,"KutaSelatanNN","Tips aman buat kamu yang saat Pandemik Covid19 masih harus bekerja diluar
.
#BersamaLawanCorona https://t.co/ecAAMn7fLu","tips aman buat kamu yang saat pandemik covid masih harus bekerja diluar",0,0
"96040",96040,2020-04-26,"WArjasa","humaspoldajatim Untuk mengurangi penyebaran pandemi Covid-19
-
Pemerintah Prov. Jawa Timur memantau langsung Pos penyekatan arus mudik di exit Toll Ngawi. Minggu (26/4/2020)
-
#dirumahaja
#polisijatim https://t.co/Gtb3lBl6Il","humaspoldajatim untuk mengurangi penyebaran pandemi covid  pemerintah prov jawa timur memantau langsung pos penyekatan arus mudik di exit toll ngawi minggu   ",0,0
"59344",59344,2020-04-26,"bolacomID","Pandemi virus corona membuat pembalap MotoGP, termasuk Valentino Rossi, enggan pensiun cepat-cepat. https://t.co/RbhqptFqq7","pandemi virus corona membuat pembalap motogp termasuk valentino rossi enggan pensiun cepat cepat",3,8
"49139",49139,2020-04-27,"Wakusnooz","@gillymisanga104 ""Nawa mikono usishike pua, macho mdomo, vaa barakoa safari isiyo na umuhimu usiende unayepanda nae daladala usimuamini kama ni mzima ubishi hautakusaidi kitu corona ipo na inaua haraka kuliko ugonjwa mwingine.""

#MikonoSafiTanzaniaSalama
#MikonoSafiTanzaniaSalama","nawa mikono usishike pua macho mdomo vaa barakoa safari isiyo na umuhimu usiende unayepanda nae daladala usimuamini kama ni mzima ubishi hautakusaidi kitu corona ipo na inaua haraka kuliko ugonjwa mwingine",1,2
"102969",102969,2020-04-26,"Polsekmoga1","Pemalang - Pimpinan Daerah Muhammadiyah Kab. Pemalang Drs. Abdul Muin Malilang Himbauan Rangkaian Kegiatan ibadah Ramadhan dilaksanakan dirumah masing masing guna cegah Penyebaran Covid-19 https://t.co/RfOMseng5k","pemalang pimpinan daerah muhammadiyah kab pemalang drs abdul muin malilang himbauan rangkaian kegiatan ibadah ramadhan dilaksanakan dirumah masing masing guna cegah penyebaran covid ",0,0
"48785",48785,2020-04-27,"yohan_apriandi","Wah Muka nya menghitam Gess..

https://t.co/kd6W0vIjv5","wah muka nya menghitam gess",0,0
"72915",72915,2020-04-26,"pumpycuppycake","@subtanyarl jangan nder lagi corona","jangan nder lagi corona",0,0
"61622",61622,2020-04-27,"Milleni81817560","@TanYoana @NajwaShihab Memang seperti dagelan semua omongan  nya ...tujuan utama nya kan memutus rantai penyebaran covid_19 ,tapi otak nya gak nyampe kesitu ya ..tunggu aja hancur negri ini di pimpin oleh orang seperti dia..
Otak nya sama dengan piaraan nya ..yakni cebong","memang seperti dagelan semua omongan nya tujuan utama nya kan memutus rantai penyebaran covid  tapi otak nya gak nyampe kesitu ya tunggu aja hancur negri ini di pimpin oleh orang seperti dia otak nya sama dengan piaraan nya yakni cebong",0,0
"11076",11076,2020-04-27,"TRYWIZARD00","@urf4vgirl lagi Corona susa cari wang neng","lagi corona susa cari wang neng",0,0
"96830",96830,2020-04-26,"haluanghabang","@MZubir_ID @SunGoko52260756 @wongmlaku @musniumar jgn salah, tugas utama covid19 adalah membasmi kadrun yg bandel..siapa nga patuh ama pemerintah terkait sm penanganan virus ini akan disapu..cth..yg msh sholat di masjid.","jgn salah tugas utama covid adalah membasmi kadrun yg bandel siapa nga patuh ama pemerintah terkait sm penanganan virus ini akan disapu cth yg msh sholat di masjid",0,3
"26482",26482,2020-04-27,"piokoretto","@vlowertae Lah AU nya bukan virus zombie <U+0001F614> genre nya fantasy, supernatural","lah au nya bukan virus zombie genre nya fantasy supernatural",0,0
"4526",4526,2020-04-27,"sm_brn","Koar koar semoga selesai sebelum lebaran tp zonk aswww, bacod doang. Awam nya orang² soal virus ini. Egois nya orang² tanpa mikir kebaikan bersama. Sia sia semua. Gak ada otak","koar koar semoga selesai sebelum lebaran tp zonk aswww bacod doang awam nya orang soal virus ini egois nya orang tanpa mikir kebaikan bersama sia sia semua gak ada otak",0,0
"35287",35287,2020-04-27,"zkdeulin","@lkimsaeron mau tos tapi corona","mau tos tapi corona",0,0
"102710",102710,2020-04-26,"dhruvjain4","@ArvindKejriwal Wrong decision... Aap delhi valo ko jaante ni ho sb market kholke baith jaayenge... Ab corona failega....","wrong decision aap delhi valo ko jaante ni ho sb market kholke baith jaayenge ab corona failega",0,0
"95718",95718,2020-04-26,"Bpbdkotacimahi","Reposted from @hkb_26april Bencana Urusan Bersama

Selamat Hari Kesiapsiagaan Bencana Tahun 2020

Ditengah wabah pandemic Virus Corona (COVID-19), tidak menyurutkan kita untuk tetap semangat menyambut Hari… https://t.co/QTW2cwPwtA","reposted from bencana urusan bersama selamat hari kesiapsiagaan bencana tahun  ditengah wabah pandemic virus corona covid  tidak menyurutkan kita untuk tetap semangat menyambut hari…",0,0
"74548",74548,2020-04-26,"DreamersRadioID","Usul Kontroversial Donald Trump untuk Bunuh Corona: Suntik Disinfektan https://t.co/PNQocARGkp","usul kontroversial donald trump untuk bunuh corona suntik disinfektan",0,0
"68920",68920,2020-04-26,"shiningayen","@yoontrommel Corona cepet pergi biar bisa cover dcnya diluar<U+0001F62D><U+0001F44D>","corona cepet pergi biar bisa cover dcnya diluar",0,0
"106985",106985,2020-04-26,"NanieYanie2","Negara-Negara Asia Lagi Power Melawan Covid-19 Banding Negara-Negara Barat @thepatriotsasia https://t.co/3l0vnHblwX","negara negara asia lagi power melawan covid  banding negara negara barat",65,133
"70554",70554,2020-04-26,"kopralrebahan","@elcallmeppl Nnt abis corona nya selesai ak cari deh","nnt abis corona nya selesai ak cari deh",0,0
"76238",76238,2020-04-26,"camarldy","@dongyii3 Ga bisa jalan hyung lagi corona","ga bisa jalan hyung lagi corona",0,0
"58541",58541,2020-04-27,"fajarIhzra_","Dan . . . .
kalo memang org yg cuek &amp; sembrono pola hidupnya pasti kena corona..mungkin para pengamen jalanan, kuli2 kasar &amp; para pedagang pasar tradisional sudah pada tersungkur semua,

Kenapa demikian..?","dan kalo memang org yg cuek amp sembrono pola hidupnya pasti kena corona mungkin para pengamen jalanan kuli kasar amp para pedagang pasar tradisional sudah pada tersungkur semua kenapa demikian",0,0
"63928",63928,2020-04-26,"ResPolsek","#PolriPeduliKesehatan.
Polsek Mungkid Polres Magelang memberikan himbauan kepada petugas Pos Covid 19 Dsn Sanggrahan Ds Bumirejo Kec Mungkid :""Terimakasih kesiap siagaannya, namun demikian harus memakai masker, dan physical distancing / jaga jarak antar rekan, jangan bergerombol. https://t.co/oXjkQht4oS","polsek mungkid polres magelang memberikan himbauan kepada petugas pos covid  dsn sanggrahan ds bumirejo kec mungkid terimakasih kesiap siagaannya namun demikian harus memakai masker dan physical distancing jaga jarak antar rekan jangan bergerombol",0,1
"31113",31113,2020-04-27,"Altvctr","@gatanolimit Diluar bnyk virus hyung","diluar bnyk virus hyung",0,0
"15829",15829,2020-04-27,"AndhikaPradipt9","Kapan bisa liburan lagi?? Semoga wabah #COVID19 ini cepet selesai
 @KAI121
@keretaapikita
#daop1 #stasiun #gambir #jakarta #keretaapi #PSBBJakarta https://t.co/tZAtUCzTgQ","kapan bisa liburan lagi semoga wabah ini cepet selesai",0,2
"103616",103616,2020-04-26,"ramadhandiaceh","Pelaksanaan salat Isya, tarawih dan witir berjemaah di Masjid Baitussalihin, Ulee Kareng Banda Aceh berlangsung seperti biasa di tengah wabah virus corona. Hanya jemaah terlihat berkurang dibandingkan Ramadhan tahun lalu
#RamadhandiAceh 
 https://t.co/ZrZz96to3F","pelaksanaan salat isya tarawih dan witir berjemaah di masjid baitussalihin ulee kareng banda aceh berlangsung seperti biasa di tengah wabah virus corona hanya jemaah terlihat berkurang dibandingkan ramadhan tahun lalu",0,0
"97082",97082,2020-04-26,"HyukHawa","Bosan lahhh PKP.. Bila kita hidup no fear mcm South Korean.. Tiap2 minggu ade music shows, variety shows mcm biasa xde hal..#COVID19","bosan lahhh pkp bila kita hidup no fear mcm south korean tiap minggu ade music shows variety shows mcm biasa xde hal",0,0
"74315",74315,2020-04-26,"reverseps","inilah pentingnya physical distance saat pandemic corona. selingkuh selingkuh, eh ke infect corona donk <U+0001F605> https://t.co/IpFmL2RhS0","inilah pentingnya physical distance saat pandemic corona selingkuh selingkuh eh ke infect corona donk",0,0
"85586",85586,2020-04-26,"TeropongNTT","Toyota Yaris Cross Resmi Meluncur Meski Ditengah Pandemic Covid-19 https://t.co/bhlWPpDVsV","toyota yaris cross resmi meluncur meski ditengah pandemic covid ",0,2
"2649",2649,2020-04-27,"Suleey7","Baka da hankali babu.wata corona a kano governor dinmu ne yaja mana bala'i https://t.co/DIUqgVC73m","baka da hankali babu wata corona a kano governor dinmu ne yaja mana bala i",0,2
"51406",51406,2020-04-27,"Polsek_karto","Kapolsek Kartoharjo Polres Magetan Akp Sini.S.H.,Memantau Kegiatan Posko Lapangan COVID-19 Perbatan Magetan - Madiun DI Desa Sukowidi Kec.Kartoharjo Kab.Magetan Kegiatan Tersebut Bertujuan Pencegahan Terhadap Penyebaran Virus Corona, Senin(27/04/2020) https://t.co/mCPL4qRq53","kapolsek kartoharjo polres magetan akp sini s h memantau kegiatan posko lapangan covid  perbatan magetan madiun di desa sukowidi kec kartoharjo kab magetan kegiatan tersebut bertujuan pencegahan terhadap penyebaran virus corona senin   ",0,0
"81602",81602,2020-04-26,"1612Rima","@dclxfi @NRizqiR2 @heartyyman Semangat Puasa . Semoga kita lulus dari Covid -19 dan cepet berakhir ujian ini. @Suharlina171 @kecoa_nunggink","semangat puasa semoga kita lulus dari covid  dan cepet berakhir ujian ini",0,2
"23283",23283,2020-04-27,"kodim0817gresik","#masker Wajib d gunakan
 #lawancovid#covid19#corona#dirumahaja#lawancovid19#wfh#physicaldistancing#jagajarak#cucitangan#jogosurobyo#kodam5brw#pendam5brw#korem084bhaskarajaya#kodim#humaspemkabgresik#pemkabgresik https://t.co/fg4yIBAgdw","wajib d gunakan",0,2
"34232",34232,2020-04-27,"KDiakhir","Perpanjangan PSBB dilakukan selama 28 hari ke depan dimulai pada 24 April sampai 22 Mei 2020. PSBB diperpanjang karena kasus positif Covid-19 di Ibu Kota masih terus meningkat. #JanganNgumpulDosa","perpanjangan psbb dilakukan selama  hari ke depan dimulai pada  april sampai  mei  psbb diperpanjang karena kasus positif covid  di ibu kota masih terus meningkat",0,0
"24920",24920,2020-04-27,"PolsekBantaran1","7 Langkah Sederhana Cegah Covid - 19

#dirumahaja
#dirumahsaja
#LH87
#bagimunegeri
#LawanCovid19
#BersamaLawanCovid19
#PolriPeduliCovid19 https://t.co/1lyA4Wv9ZT"," langkah sederhana cegah covid ",0,1
"15363",15363,2020-04-27,"lisaemiliak","@frndoyohanes guyonane gamasuk kyk corona","guyonane gamasuk kyk corona",0,0
"44599",44599,2020-04-27,"jondivar","Saya Sependapat Sebagian..Pernah Saya Katakan Org Positif &amp; negatif jgn disatukan.Banyak Hal yg hrus dilakukan

Dari Penjara, Mantan Menkes Kirim Surat Terbuka ke Jokowi Soal Corona | https://t.co/idxG48h5He https://t.co/UC4aGUo9UT","saya sependapat sebagian pernah saya katakan org positif amp negatif jgn disatukan banyak hal yg hrus dilakukan dari penjara mantan menkes kirim surat terbuka ke jokowi soal corona",0,0
"44510",44510,2020-04-27,"z14n","belum ada perang dunia 2, jepang belum datang, lintas ormas islam lagi solid2nya bikin pii (partai islam indonesia), bisa baca tulisan hamka muda di pedoman masjarakat.

belum ada covid19. https://t.co/qLcXDkVcOF","belum ada perang dunia  jepang belum datang lintas ormas islam lagi solidnya bikin pii partai islam indonesia bisa baca tulisan hamka muda di pedoman masjarakat belum ada covid",0,0
"39681",39681,2020-04-27,"kalderanews","Gegara Wabah Corona, UTBK I dan II untuk SBMPTN Ditunda, Gimana Dong - https://t.co/vNaBc8SATx","gegara wabah corona utbk i dan ii untuk sbmptn ditunda gimana dong",0,0
"16401",16401,2020-04-27,"iNewsID","""Gelombang kedua sangat mungkin terjadi, bahkan tanpa reinfeksi saja gelombang kedua bisa terjadi. Maksudnya gelombang kedua ini dari angka puncak kejadiannya ya,"" kata dosen senior Kesehatan Masyarakat University Of Derby, Inggris, Dono Widiatmoko. https://t.co/EOz0FpGVoM","gelombang kedua sangat mungkin terjadi bahkan tanpa reinfeksi saja gelombang kedua bisa terjadi maksudnya gelombang kedua ini dari angka puncak kejadiannya ya kata dosen senior kesehatan masyarakat university of derby inggris dono widiatmoko",0,0
"14933",14933,2020-04-27,"kata_alan","Mau corona atau apalah tetep jajanan aku mah anu kie.
Apa lagi itu aromanis dari jaman SD <U+0001F913> https://t.co/Fy4XiJxlq0","mau corona atau apalah tetep jajanan aku mah anu kie apa lagi itu aromanis dari jaman sd",0,0
"25070",25070,2020-04-27,"Kazaroho3","@ClubMagufuli @Richson444 @umwalimu @wizara_afyatz @DocFaustine Sasa mbona hamtaki kwenda kuchukua wagonjwa wa corona mloganzira na Amana mkawafukizie huko chato kama ndio tiba?","sasa mbona hamtaki kwenda kuchukua wagonjwa wa corona mloganzira na amana mkawafukizie huko chato kama ndio tiba",0,1
"50127",50127,2020-04-27,"nuansabening28","@Andri_C1AB @Ngkong__Roses01 @christanto666 @bebebkumamabeth @lucky_P01 @AgustineEmy @mamiagarislucu @FarelmaxL Cuh cuh ojo madep aku bang.. corona e iku loooo<U+0001F602><U+0001F602>","cuh cuh ojo madep aku bang corona e iku loooo",0,4
"28613",28613,2020-04-27,"fara_agus","Virus Corona COVID 19 
Tidak Mengenal Korban Nya Apakah Dia ....
Kaya 
Miskin 
Tua 
Muda
Pintar &amp;
Bodoh","virus corona covid  tidak mengenal korban nya apakah dia kaya miskin tua muda pintar amp bodoh",0,1
"92281",92281,2020-04-26,"Mo1Frank","@halimamdee Halima unafeli wapi?? Hakuna wa kulaumiwa katika hili janga la Covid-19 Serikali na wizara husika wanajitahidi sana kuidhibiti Corona lakn nyie km wapinzani sjaona jitihada zozote mlizozifanya zaidi ya kukosoa na kukejeli kila hatua Corona haina chama wala cheo tuwe makini nayo,","halima unafeli wapi hakuna wa kulaumiwa katika hili janga la covid  serikali na wizara husika wanajitahidi sana kuidhibiti corona lakn nyie km wapinzani sjaona jitihada zozote mlizozifanya zaidi ya kukosoa na kukejeli kila hatua corona haina chama wala cheo tuwe makini nayo",1,8
"4931",4931,2020-04-27,"velentinaraisha","BPJS Ketenagakerjaan Cabang Muaraenim Donasikan Sembako Ke Posko Covid 19 Muaraenim https://t.co/LRYLkKqo30","bpjs ketenagakerjaan cabang muaraenim donasikan sembako ke posko covid  muaraenim",0,0
"47569",47569,2020-04-27,"HemantU15684107","@sambitswaraj Ye Congress m bhi virus aa gya h unko pta hi nhi ki vo kiya khte h or kiya krte h","ye congress m bhi virus aa gya h unko pta hi nhi ki vo kiya khte h or kiya krte h",0,0
"85942",85942,2020-04-26,"GabinusSolomon","Toka betingi ilipo anza kigari changu hakijawahi washa taa nyekundu ya mafuta nilikuwa nasikia kwa watu tuu<U+0001F602><U+0001F602><U+0001F602><U+0001F602>.saiz umuhimu wa N. Kwenye gari naujua <U+0001F923><U+0001F923><U+0001F923>.corona ww mungu anakuona","toka betingi ilipo anza kigari changu hakijawahi washa taa nyekundu ya mafuta nilikuwa nasikia kwa watu tuu corona ww mungu anakuona",0,0
"13113",13113,2020-04-27,"supheamohdrasol","My virus marah marah sayang ! <U+0001F9A0> https://t.co/FToz3VrWBS","my virus marah marah sayang",0,0
"60342",60342,2020-04-27,"BlueskyBlue26","Era covid-19 ini klo mu buka usaha mesti pilah pilih dg bijak, kerjaan bagian edukasi, tp hobinya masak, workout, pelihara kucing ... <U+0001F914>
Klo ada yg bisa kasih saran komen ya <U+0001F601>","era covid  ini klo mu buka usaha mesti pilah pilih dg bijak kerjaan bagian edukasi tp hobinya masak workout pelihara kucing",1,4
"22217",22217,2020-04-27,"ekosanto86","Bersatu kita mengatasi pandemi Covid19
#PAKAIMASKER
#DIRUMAHSAJA
#JAGAJARAK
#HINDARIKERUMUNAN
#CUCITANGAN
#JAGADIRI
#JAGAKELUARGA https://t.co/gsJJFiYwu6","bersatu kita mengatasi pandemi covid",0,0
"13719",13719,2020-04-27,"halyccon","ya Tuhan, mau punya pacar happy virus kayak dongpyo tpi gausa ganteng ntar banyak yg naksir","ya tuhan mau punya pacar happy virus kayak dongpyo tpi gausa ganteng ntar banyak yg naksir",0,0
"81032",81032,2020-04-26,"bakwan__jagung","kelar corona fix mau les di IFI lg gada mikir2 lg gua butuh certificates","kelar corona fix mau les di ifi lg gada mikir lg gua butuh certificates",0,0
"96277",96277,2020-04-26,"Eki45948901","@skhdijahh_ Masih lama corona?","masih lama corona",0,0
"40280",40280,2020-04-27,"beritaKBR","Memakai masker kini jadi hal wajib jika keluar rumah, karena pandemi #Covid19.

Tapi #maskerkain tak berstandar medis dan tingkat pencegahan penularan Covid-19-nya rendah.

Jadi, bgmn semestinya? 

Kami obrolin di #RuangPublikKBR
https://t.co/h3D7oJNdRY 

#PodcastIndonesia https://t.co/QvDy4mkSXo","memakai masker kini jadi hal wajib jika keluar rumah karena pandemi tapi tak berstandar medis dan tingkat pencegahan penularan covid  nya rendah jadi bgmn semestinya kami obrolin di",0,0
"71543",71543,2020-04-26,"ZackHoes","Apa rasanya hampir 2 bulan disuruh #dirumahaja ada ga ya orangnya yang sudah melakukan? Serius tanya #Covid_19 #coronavirus 

Cc pak @ganjarpranowo @corbuzier","apa rasanya hampir  bulan disuruh ada ga ya orangnya yang sudah melakukan serius tanya cc pak",0,0
"10202",10202,2020-04-27,"EkaGuna4","@kegblgnunfaedh Knapa Corona dijauhkan dari betina"" model gini yaTuhan :(","knapa corona dijauhkan dari betina model gini yatuhan",0,0
"41301",41301,2020-04-27,"KiHadjar_","Tolonglah Jangan Kumpul-kumpul Dulu, Bantulah Agar Wabah Covid-19 Cepat Sirna
#JanganNgumpulDosa","tolonglah jangan kumpul kumpul dulu bantulah agar wabah covid  cepat sirna",0,0
"29513",29513,2020-04-27,"IndahNisaanisa","Ngabuburit enaknya ngapain gengs? — dirumah aja masi corona https://t.co/bC7HoJK8xR","ngabuburit enaknya ngapain gengs — dirumah aja masi corona",0,0
"87623",87623,2020-04-26,"medelinewa","@sikoya21 <U+0001F62D><U+0001F62D> sedihnya angkatan corona","sedihnya angkatan corona",0,0
"48242",48242,2020-04-27,"bulletofmine","Can't determine true Covid-19 infection rate, that's why we need mass testing https://t.co/HrGtiKfrDK

sabar jangan gembira sangat lagi, selagi belum ada mass testing selagi tu kita kena rileks je, sebabnya takut benteng terakhir kita runtuh; kesihatan","can t determine true covid  infection rate that s why we need mass testing",0,0
"87129",87129,2020-04-26,"RumahAMAN","Cegah Penyebaran COVID-19, Perempuan Adat Orang Rimba Produksi Masker https://t.co/xG4pgt6Gvd via @rumahaman","cegah penyebaran covid  perempuan adat orang rimba produksi masker",1,1
"87379",87379,2020-04-26,"graha_nusantara","Pasien Sembuh Corona Sumsel Bertambah 8 Orang https://t.co/xTYD6pN2Yc https://t.co/fmufLssCn7","pasien sembuh corona sumsel bertambah  orang",0,0
"85437",85437,2020-04-26,"CoolGetsemani","https://t.co/GVl9a3cY75

HARAPANKU JPCC WORSHIP

Meski keadaan Sedang terjadi wabah Covid-19
Kita tetap Berharap pada Tuhan Yesus.

Ibrani 11:1

Teman2 kita ini tetap memuji Tuhan Meskipun mereka ada di tempat yg berbeda

Pemusiknya  Tunanetra

Luar Biasa. Tuhan Yesus Memberkati","",0,1
"47307",47307,2020-04-27,"tadghmunich","@callmebyyurname Jangan sampe pas indonesia bagian barat dah selese corona, yg bagian timur baru ngerasain pandemic nya <U+0001F62C><U+0001F62C><U+0001F62C>","jangan sampe pas indonesia bagian barat dah selese corona yg bagian timur baru ngerasain pandemic nya",0,0
"81147",81147,2020-04-26,"fadhilikangusi","(7)Kuta za Yeriko zilipoanguka na Rahabu kuokolewa, Rahabu alikuwa wapi? NYUMBANI. 

(8)NA SISI ILI KUJIKINGA NA virusi vya corona TUNATAKIWA KUWA WAPI? NYUMBANI.

Tupumzike nyumbani ili kukwepa mikusanyiko isiyo ya lazima ili tuepukane na Corona! Mungu tusaidie!"," kuta za yeriko zilipoanguka na rahabu kuokolewa rahabu alikuwa wapi nyumbani  na sisi ili kujikinga na virusi vya corona tunatakiwa kuwa wapi nyumbani tupumzike nyumbani ili kukwepa mikusanyiko isiyo ya lazima ili tuepukane na corona mungu tusaidie",0,4
"67675",67675,2020-04-26,"akshaysingh2","@AfreenFatima136 Are o fidaayen chachi..jb pata chala gaand me danda dega modi. Tb ja ke ee sb dikhaawa kar ra hai..terrorism has no religion and corona too..but the source is the same #TabligiHeroes","are o fidaayen chachi jb pata chala gaand me danda dega modi tb ja ke ee sb dikhaawa kar ra hai terrorism has no religion and corona too but the source is the same",0,0
"76382",76382,2020-04-26,"bagassprta_","Corona hilang, kita jalan yaa","corona hilang kita jalan yaa",0,9
"68",68,2020-04-27,"kompascom","Sebaran kasus meninggal dunia terbanyak ada di DKI Jakarta dengan jumlah 367 orang. https://t.co/ZOOdLWBIS6","sebaran kasus meninggal dunia terbanyak ada di dki jakarta dengan jumlah  orang",0,10
"51121",51121,2020-04-27,"Rohanktweets","@SnehaNa13439620 Hmm. But no one is saying ghunghat lagaya hota toh corona se bach jaate.<U+0001F605>","hmm but no one is saying ghunghat lagaya hota toh corona se bach jaate",0,2
"23674",23674,2020-04-27,"G0MBAL_","@null Bill Gates Malah Bela China dan Kritik Amerika Soal Corona Cukup banyak yang men  https://t.co/pUGWpk5z8U","bill gates malah bela china dan kritik amerika soal corona cukup banyak yang men",0,0
"40849",40849,2020-04-27,"AnadzakyD","@itssmeeletaa Corona mengacaukan segalany","corona mengacaukan segalany",0,0
"65902",65902,2020-04-26,"agtriady","@shitlicious Abis keluar
.
.
.
.
.
.
Keluar beli makan, mandi biar bersih dr virus","abis keluar keluar beli makan mandi biar bersih dr virus",0,0
"37835",37835,2020-04-27,"covesiacom","Sejak 22 April, Tak Ada Kasus Baru Corona di Bekasi https://t.co/Dz6YpxbJph","sejak  april tak ada kasus baru corona di bekasi",0,0
"11953",11953,2020-04-27,"pahang_media","Situasi terkini COVID-19 di Pahang mengikut mukim di daerah.
(Kemaskini 27.4.2020 @ 12.00 tengah hari)

Ringkasan:
TIADA KES BARU HARI INI.

BIL. SEMBUH: 18 orang
1. Mukim Kuala Kuantan 1 
2. Mukim Kuala Kuantan 2 
3. Mukim Sg Karang , Kuantan
4. Mukim Beserah, Kuaantan https://t.co/S5FrGhGr9y","situasi terkini covid  di pahang mengikut mukim di daerah kemaskini      tengah hari ringkasan tiada kes baru hari ini bil sembuh  orang  mukim kuala kuantan   mukim kuala kuantan   mukim sg karang kuantan  mukim beserah kuaantan",7,2
"26200",26200,2020-04-27,"uppd_skh","@sutrisno_febri ya semoga corona segera hilang kakak... insya Allah...<U+0001F607><U+0001F607><U+0001F607>","ya semoga corona segera hilang kakak insya allah",0,0
"71845",71845,2020-04-26,"edunewsid","Hadapi Covid-19, Begini cara TurunTangan Yogya Bantu Ringankan Beban Warga: YOGYAKARTA, EDUNEWS.ID- Saat ini pandemi Covid-19 masih terus meluas dan sudah banyak korban yang berjatuhan. Beberapa daerah di DIY memutuskan untuk melakukan isolasi mandiri.… https://t.co/VEC6mK6tB3","hadapi covid  begini cara turuntangan yogya bantu ringankan beban warga yogyakarta edunews id saat ini pandemi covid  masih terus meluas dan sudah banyak korban yang berjatuhan beberapa daerah di diy memutuskan untuk melakukan isolasi mandiri …",0,0
"44915",44915,2020-04-27,"sketsindonews","Politisi PDIP Sumbang Rp1 Miliar untuk Penanganan Corona di Madura https://t.co/8k2GWpVdA5 https://t.co/1caBDqecbC","politisi pdip sumbang rp miliar untuk penanganan corona di madura",0,0
"84764",84764,2020-04-26,"kodim0911nnk","Sinergitas TNI Polri Sembakung Cegah Covid-19 Tetap Solid Pantau Setiap Warga Yang Masuk Ke Kecamatan @Puspen_TNI @tni_ad @kodam_mlw @korem091asn #kodim0911nnk #CegahCovid19 #TNIADMengabdidanMembangunBersamaRakyat #tniad #SinergitasCegahCovid19 #dirumahaja https://t.co/39uhjCPHwn","sinergitas tni polri sembakung cegah covid  tetap solid pantau setiap warga yang masuk ke kecamatan",0,1
"11063",11063,2020-04-27,"miepaketelor","corona cpt slsai ya, ak mw ktmu doi","corona cpt slsai ya ak mw ktmu doi",0,1
"46768",46768,2020-04-27,"NasDem","Anggota DPR RI dari Fraksi Partai NasDem, H Syarief Abdullah Alkadrie membagikan sembako di Kota Pontianak, Kalimantan Barat (Kalbar) dan sekitarnya dalam upaya membantu masyarakat yang terdampak Covid -19.

Selengkapnya 
https://t.co/xOq4P8S9ET

#NasDemPeduli","anggota dpr ri dari fraksi partai nasdem h syarief abdullah alkadrie membagikan sembako di kota pontianak kalimantan barat kalbar dan sekitarnya dalam upaya membantu masyarakat yang terdampak covid  selengkapnya",0,1
"105921",105921,2020-04-26,"kumham_kalsel","7. Tema tersebut tercetus, mengingat kondisi yang dialami Indonesia saat ini dalam melawan wabah COVID-19 mengharuskan setiap orang menjaga jarak dan membatasi kegiatan yang dapat berpotensi tertularnya COVID-19

#KumhamPasti
#HariKISedunia
#Kumham09"," tema tersebut tercetus mengingat kondisi yang dialami indonesia saat ini dalam melawan wabah covid  mengharuskan setiap orang menjaga jarak dan membatasi kegiatan yang dapat berpotensi tertularnya covid ",0,0
"96037",96037,2020-04-26,"WArjasa","Berjuang bersama istri tercinta.Pasangan Polisi ini mencegah Penyebaran Virus COVID-19 #Polisijatim #Polisi #Promoter https://t.co/C9gv1QLT3n","berjuang bersama istri tercinta pasangan polisi ini mencegah penyebaran virus covid ",0,0
