"","id","date","screen_name","text","pre_processed_text","rt","like"
"33428",33428,2020-04-27,"selvijn_ellias","Siiip !!!! Target Pemerintah: Juni angka corona turun, Juli hidup normal, mari tingkatkan kesadaran kolektif https://t.co/GBiHn1WOIy","siiip target pemerintah juni angka corona turun juli hidup normal mari tingkatkan kesadaran kolektif",0,0
"34926",34926,2020-04-27,"irenelevinaa","@Fckpencitraan tes corona cuk:(","tes corona cuk",0,0
"93659",93659,2020-04-26,"fahmihusen98","Assalamualaikum wr. wb. 

Gotong Royong Melawan COVID-19 bersama KSR PMI Unit UMS

Pandemi virus Corona (COVID-19) membuat sebagian besar masyarakat di Indonesia tidak bisa menjalankan aktivitas seperti biasa.… https://t.co/OjUuvxxNzB","assalamualaikum wr wb gotong royong melawan covid ksr pmi unit ums pandemi virus corona covid masyarakat indonesia menjalankan aktivitas …",0,0
"35373",35373,2020-04-27,"ErpelaHeri","Jangan karena covid19, Urusan Ibadah Umat di-atur""! Biarjan berjalan seperti sediakala....
Benar"" Rezim ini berupaya menjauhkan Umat Islam dari Ibadah Agamanya. https://t.co/ScyMPfGA0n","covid urusan ibadah umat atur biarjan berjalan sediakala rezim berupaya menjauhkan umat islam ibadah agamanya",0,0
"13528",13528,2020-04-27,"aschareev2","@podoradong China + CHO(who) + billgate + partai demokrat US  bersatu menyerang Trump Dan berambisi menguasai dunia dgn menyebarkan virus china .. hasil akhir mereset ulang dunia Dan menyisakan Hanya manusia2 Yg kuat kuat saja ...","china cho who billgate partai demokrat us bersatu menyerang trump berambisi menguasai dunia dgn menyebarkan virus china hasil mereset ulang dunia menyisakan manusia yg kuat kuat",0,1
"38337",38337,2020-04-27,"natalia68571030","@ernestprakasa Untuk saat ini karena ada VIRUS CORONA banyak yang tidak diperbolehkan keluar rumah jadi tidak ada uang masuk Jadi biar di rumah saja tetapi ada uang masuk bisa coba main di MANGGA2BET yang menyediakan SLOT ONLINE yuk coba main di Mangga2bet akan menghasilkan uang 32 juta perhari https://t.co/oCPgptQC4r","virus corona diperbolehkan rumah uang masuk biar rumah uang masuk coba main manggabet menyediakan slot online yuk coba main manggabet menghasilkan uang juta perhari",0,0
"100160",100160,2020-04-26,"Hired_thug","Tukimalizana na Hii corona inshallah <U+0001F64F><U+0001F64F><U+0001F64F>...ntataka @BahatiKenya achague kitu moja,. either nimvutishe Bangi ya ungwaro..(herbal <U+0001F525><U+0001F525>)...ama twende Kesha kwa @ItsPastorNg (spiritual <U+0001F525><U+0001F525><U+0001F525>)..coz we can't go on like this <U+0001F621><U+0001F621><U+0001F621> https://t.co/AOcQGAPJRK","tukimalizana na hii corona inshallah",0,1
"94185",94185,2020-04-26,"kaptmarvel18450","@wisanggeni_084 manusia goblok..
kpn selesai'a ni virus kalo kyak gini trus ??? <U+0001F926><U+0001F926><U+0001F926><U+0001F926>","manusia goblok kpn selesai a ni virus kalo kyak gini trus",1,1
"88269",88269,2020-04-26,"mjlbhanushali","#sudhirchaudhary #ArnabGoswami #MannKiBaat #RahulGandhi @RahulGandhi @PMOIndia @narendramodi @aajtak #AskZee @ZeeNews @AmitShah @myogiadityanath Rahulji Ap log lockdown ke khilaf bayan de rhe h agr Ap PM hote to kya krte corona se bachane k lia or kya alag krte logo k lia pls rpy","rahulji ap log lockdown khilaf bayan de rhe h agr ap pm hote to kya krte corona bachane k lia or kya alag krte logo k lia pls rpy",0,0
"2343",2343,2020-04-27,"LuwitaEmilly878","Hadehh ya bulan puasa masa kelonan m swami orang <U+0001F606> istri macem apakah 

Mudik karena Corona, Pria di Wonogiri Malah Pergoki Istrinya Lagi Kelonan Dengan Oknum Kades https://t.co/ni7HiXjoKt","hadehh ya puasa kelonan m swami orang istri macem mudik corona pria wonogiri pergoki istrinya kelonan oknum kades",4,19
"67930",67930,2020-04-26,"fatwakurahman5","@adetuwuable @xenoparti 1. Semoga corona cepat selesai
2. Agar bisa pulang kampung
3. Soalnya masih tetap kerja<U+0001F643>","semoga corona cepat selesai pulang kampung kerja",0,0
"84037",84037,2020-04-26,"kabar28","Gara-gara Corona Hotel dan Restoran Sepi, Karyawan Dirumahkan.. https://t.co/4AdxAantEk https://t.co/FBWH8uWUCV","gara gara corona hotel restoran sepi karyawan dirumahkan",0,0
"77185",77185,2020-04-26,"lemonsqquizeee","@ohbelindaaa @honeymoonnnnnn_ Bilang aja kek gini dew ""kenapa corona pas aku lgi seru serunya bucin"" hehe","bilang aja kek gini dew corona pas lgi seru serunya bucin hehe",0,0
"19993",19993,2020-04-27,"Auliafadhly1","Gw bingung anj***, gw baru pindah ke sma baru, niat pingin ketemu sama temen baru, eh malah corona, ntar taun ajaran baru gw masuk masuk langsung di zoom and say, halo tmn tmn..... Saya murid baru...... Anjing kan ga lucu yak!!!!! Knp gw jadi misuh misuh gini astagfirullah","gw bingung anj gw pindah sma niat pingin ketemu temen eh corona ntar taun ajaran gw masuk masuk langsung zoom and say halo tmn tmn murid anjing ga lucu yak knp gw misuh misuh gini astagfirullah",0,2
"62487",62487,2020-04-26,"ezyxc","bosen bgt buka berita isiny corona semua<U+0001F937><U+0001F3FB><U+200D><U+2640><U+FE0F>","bosen bgt buka berita isiny corona",0,0
"44528",44528,2020-04-27,"Poisonndwine","@raabbbb @collegemenfess Siap siap kalo corona kelar tugas kuliah banyak <U+0001F602>","kalo corona kelar tugas kuliah",0,0
"35234",35234,2020-04-27,"astorister","Mana nih 10 juta lapangan kerja? Alibinya:  dampak wabah corona bla bla bla.. https://t.co/1qidC9vbb1","nih juta lapangan kerja alibinya dampak wabah corona bla bla bla",0,0
"45284",45284,2020-04-27,"HildeMachele","Stay safe.
Kama huna ulazima wa kutoka kaa nyumbani.
Covid19 is really. https://t.co/KwTMvEN4Ef","stay safe kama huna ulazima wa kutoka kaa nyumbani covid is really",0,3
"39341",39341,2020-04-27,"karmamudatang","Andai aku jadi anggota DPR yang bisa makan Corona,mungkin aku g takut untuk kemana"" , #andai","andai anggota dpr makan corona g takut kemana",0,3
"93693",93693,2020-04-26,"RockWek","https://t.co/nvNe4pn02O Kapan darurat kesehatan global terakhir?  Virus Corona Coronavirus Gejala dan penyambuhan nya bagai mana ?","",0,0
"29374",29374,2020-04-27,"dindatri_","Udahmah lg corona, lg puasa, ni gusi ujung pake bengkak segala?! Trauma bgt gigi bungsu nyari perkara lg:(","udahmah lg corona lg puasa ni gusi ujung pake bengkak trauma bgt gigi bungsu nyari perkara lg",0,0
"42323",42323,2020-04-27,"yvonetandiarak","@moe_nawar Masy harus lebih disiplin dan pemerintah daerah perlu lebih tegas, spy pandemi covid19 segera pergi.

#PemdaLemahPSBBGagal
#PemdaLemahPSBBGagal","masy disiplin pemerintah daerah spy pandemi covid pergi",2,0
"96010",96010,2020-04-26,"KajianKantoran","Menyempurnakan Taqwa<U+2063><U+2063>
<U+2063><U+2063>
Sejak Wabah Covid-19 semua kegiatan beralih di dunia maya. Lalu, bagaimana caranya bisa menimba ilmu selama #dirumahaja? Terutama pada bulan ramadhan kali ini.<U+2063><U+2063>
<U+2063><U+2063>
Cinta Quran Foundation… https://t.co/JhyAEZbXPW","menyempurnakan taqwa cinta quran foundation…",0,0
"88563",88563,2020-04-26,"l_llllll_lllll","Sudahh daaa, budak ni terjebak MLM time covid 19","sudahh daaa budak ni terjebak mlm time covid",0,0
"78073",78073,2020-04-26,"msiagazette","Pemimpin kena berani 'korban' duit sendiri demi rakyat dalam masa Covid-19 #malaysiagazette https://t.co/vAtagsoHqo https://t.co/bOz9eLmKHC","pemimpin kena berani korban duit rakyat covid",1,0
"47326",47326,2020-04-27,"polresbontang","Yuk , Jangan Mudik Dulu dengan menahan diri tidak mudik berarti kita mencegah penularan Covid -19
#Bersamacegahcorona
#Lawancorona
#janganmudik
#dirumahaja
#Polricegahcorona #PolresBontang https://t.co/QL2bZc1uRb","yuk mudik menahan mudik mencegah penularan covid",0,0
"49141",49141,2020-04-27,"TribunRakyat","Keren ....
Yuk, lawan Covid-19....

Hidup rakyat !!! https://t.co/d7rXBCj2tu","keren yuk lawan covid hidup rakyat",0,0
"51694",51694,2020-04-27,"yogadhi_","@RizalFahrurozi9 Corona menyebabkan bosen, bahkan sama pacar sendiri :3","corona menyebabkan bosen pacar",0,1
"13706",13706,2020-04-27,"tsaniokt","Mbiyen ""Kartonyono medhot janji"" mbarang saiki ""Corona medhot silaturahmi""","mbiyen kartonyono medhot janji mbarang saiki corona medhot silaturahmi",0,0
"30782",30782,2020-04-27,"ayndara","Kenapa pada comeback pas corona gini sih hadeh","comeback pas corona gini sih hadeh",0,0
"67296",67296,2020-04-26,"dezkoto2","@VIVAcoid Bentar ya,kt carikan dl kasus yg tepat buat bupati ini,kr para menteri itu pinter2 smua,buktinya org dh antisipasi corona seluruh dunia eh mrka malah beda,ada yg blg bs sembuh sendiri,mkn ini minum itu gk bakal kena ampe goyang ubur2,kurang pinter apa lg coba","bentar ya kt carikan dl yg bupati kr menteri pinter smua buktinya org dh antisipasi corona dunia eh mrka beda yg blg bs sembuh mkn minum gk kena ampe goyang ubur pinter lg coba",0,0
"74056",74056,2020-04-26,"zaphanay","@dominicktanzan1 @VitusNkuna @ChademaTz @MariaSTsehai @IAMartin_ @fatma_karume @Advocate_Jebra @MayorUbungo @PatricOleSosopi @HecheJohn @fredrickjustne @HildaNewton21 @MhubiriWaTaifa Mama ako kagawia hata jirani barakoa moja ? Tumia ubongo bac mbona unakua kama kuelekeza robot kufikia???

Yaan mtu katumia gharama ili asaidie watu wewe unaona anagawa corona kweli??

Kuna kamasi kichwani au wewe ndo corona mwenyewe 

Mbona hata mh rais akiiona hii atashangaa","mama ako kagawia hata jirani barakoa moja tumia ubongo bac mbona unakua kama kuelekeza robot kufikia yaan mtu katumia gharama ili asaidie watu wewe unaona anagawa corona kweli kuna kamasi kichwani au wewe ndo corona mwenyewe mbona hata mh rais akiiona hii atashangaa",0,0
"16901",16901,2020-04-27,"FadhlanRasyidR","@undipmenfess udaa sempro tp penelitian gabisa lanjut gara2 Corona gabisa ke lab, jadi ya sama aja nder :(","udaa sempro tp penelitian gabisa gara corona gabisa lab ya aja nder",0,1
"86083",86083,2020-04-26,"HoaxJatim","Satreskrim Res.Blitar berhasil mengamankan IZ yang telah menyebar Berita Hoax melalui akun WA mengenai Instruksi Bupati Blitar terkait Covid-19. Atas perbuatnnya IZ diduga telah melanggar UU ITE. https://t.co/zykI0x31hw","satreskrim res blitar berhasil mengamankan iz menyebar berita hoax akun wa instruksi bupati blitar terkait covid perbuatnnya iz diduga melanggar uu ite",0,1
"21219",21219,2020-04-27,"SafariMedia_","Davido ni mmoja wa mastaa ambao wapo mstari wa mbele kwenye kupigana vita dhidi ya maambukizi ya virusi vya Corona

Star wa Muziki wa nchini Nigeria amefungua mfuko maalumu wa mapato yote yatakayopatikana kwenye video… https://t.co/T8aOC4UlY4","davido ni mmoja wa mastaa ambao wapo mstari wa mbele kwenye kupigana vita dhidi ya maambukizi ya virusi vya corona star wa muziki wa nchini nigeria amefungua mfuko maalumu wa mapato yote yatakayopatikana kwenye video…",0,1
"58023",58023,2020-04-27,"LaskarPiningit","@J0ebr1k2 @willona_007 @Arifin__8482 @GHiugo @RizmaWidiono @Namaku_Mei @tjhinfar21 @1802_kimmi @Najwa_faisa @DP_1moet @CintyaDePrasojo Yuk nerusin tidur lur udh ngantuk jam segini..<U+0001F600><U+0001F92D> udh lupakan mudik lur taun depan ajah klu pandemi virus covid-19 udh pergi...","yuk nerusin tidur lur udh ngantuk jam segini udh lupakan mudik lur taun ajah klu pandemi virus covid udh pergi",0,1
"105358",105358,2020-04-26,"PatrickMugoya","@MabalaMakengeza @mpelig @MikocheniReport Eh! Ndo D.J. Trump anataka ""embalming"" ijaribiwe kuidhibiti covid19 <U+0001F62D><U+0001F62D><U+0001F62D>","eh ndo d j trump anataka embalming ijaribiwe kuidhibiti covid",0,1
"44867",44867,2020-04-27,"Silentbeardy","Ohalowww ... manfaat JKN mobile dari @BPJSKesehatanRI membuat banyak nyawa bisa tertolong loh . Contohnya yg ad di artikel ini . Wah mantabb #bpjskesehatan #bpjsmelayani #terimakasihbpjs #bpjscegahcorona 

https://t.co/RdGS9Wd0BV","ohalowww manfaat jkn mobile nyawa tertolong loh contohnya yg ad artikel mantabb",0,1
"8754",8754,2020-04-27,"Alldira4","@dntKillMeBby @qorygore gmn mau cpt brs corona kl org org msh gini anjingg","gmn cpt brs corona kl org org msh gini anjingg",0,0
"18270",18270,2020-04-27,"infoMKS_","Proyek jalan tol layang ditengah pandemi COVID-19 https://t.co/RjCXB9smtF","proyek jalan tol layang ditengah pandemi covid",0,3
"20293",20293,2020-04-27,"AtepMonako","Penghasilan 500rb per hari harus jadi gelandangan-gara2 si covid19. CLEANING SERVICE gaji 1.2jt sebulsn bisa cukup makan buat hidup dg byr komtrakan","penghasilan rb gelandangan gara si covid cleaning service gaji jt sebulsn makan hidup dg byr komtrakan",0,0
"3120",3120,2020-04-27,"HumasPolresOKUT","Dukungan Tokoh Masyarakat,Tokoh Agama,Tokoh Adat,Tokoh Pemuda dan Masyarakat Kabupaten OKU Timur Terhadap Program Pemerintah Untuk Tidak Mudik Terlebih Dahulu Guna Mencegah Penyebaran Virus Corona (Covid-19).… https://t.co/2NzNUQVxBm","dukungan tokoh masyarakat tokoh agama tokoh adat tokoh pemuda masyarakat kabupaten oku timur program pemerintah mudik mencegah penyebaran virus corona covid …",0,0
"30197",30197,2020-04-27,"SenyumAee","@detikcom @detikfinance Contoh demokratis : Yang punya jabatan punya kuasa lebih leluasa lolos dari covid19. Tapi lihat yang miskin dan yang jelata, santapan sempurna covid19. Semoga gelombang coronavirus cepat berlaluu. Amiin","contoh demokratis jabatan kuasa leluasa lolos covid lihat miskin jelata santapan sempurna covid semoga gelombang coronavirus cepat berlaluu amiin",0,0
"39157",39157,2020-04-27,"liputan6dotcom","OJK Sudah Keluarkan 5 Aturan Demi Tahan Serangan Virus Corona https://t.co/LUqNsePpdz","ojk keluarkan aturan tahan serangan virus corona",2,2
"29657",29657,2020-04-27,"hayrayi","@alvanmrd Yaallah nerbener ya emang si corona ga ada akhlaknya:( semangat selalu yaaa semua hotelier<U+0001F646><U+200D><U+2640><U+FE0F><U+0001F646><U+200D><U+2640><U+FE0F><U+0001F646><U+200D><U+2640><U+FE0F>","yaallah nerbener ya emang si corona ga akhlaknya semangat yaaa hotelier",0,0
"12839",12839,2020-04-27,"Berita_Lainnya","Penjual Baru di Tokopedia Melonjak di Tengah Pandemi Corona https://t.co/kqKkFsVAPb https://t.co/8V5SFZKacM","penjual tokopedia melonjak pandemi corona",0,0
"14005",14005,2020-04-27,"zeroreifuruya","@Tvardvsky ""pandemi kah? mungkin memang sekarang banyak orang yang merasa sudah lelah dengan yang namanya pandemi."" Benar sekali, akibat virus yang membawa petaka itu, sejujurnya para warga juga dibatasi untuk pergi kemana pun.
  ""tetapi masih bisa mengerjakan pekerjaanmu kan, tuan?""","pandemi kah orang lelah namanya pandemi akibat virus membawa petaka sejujurnya warga dibatasi pergi kemana pekerjaanmu tuan",0,0
"93820",93820,2020-04-26,"BinmasRestaPtk","Tim Satgas KontijensiAman Nusa melakukan sterilisasi dengan menyemprotkan cairan desinfektan untuk memutus mata rantai Covid 19. https://t.co/HJhriqWI0U","tim satgas kontijensiaman nusa sterilisasi menyemprotkan cairan desinfektan memutus mata rantai covid",0,0
"45779",45779,2020-04-27,"rakeshs07542058","Pm narendra modi ji kerala mai lockdown ka palan private car,bike aur wholesale market waale lockdown ka ullanghan kar rahe jisse corona philane ka khatara badh rahaa hai","pm narendra modi ji kerala mai lockdown ka palan private car bike aur wholesale market waale lockdown ka ullanghan kar rahe jisse corona philane ka khatara badh rahaa hai",0,0
"10784",10784,2020-04-27,"AlnasirAnwar","Islamophobic Jammu University...#Islamophobia #PMOfIndia #NDTV #RavishKumar #UAE #hindalqasmi #HRDMinistry #university #Covid_19 https://t.co/dLiSTW6xt8","islamophobic jammu university",0,0
"16096",16096,2020-04-27,"IndraaJordan","Gara” corona semua kampung pada di download","gara” corona kampung download",0,0
"95826",95826,2020-04-26,"kalderanews","Unika Soegijapranata Semarang Resmi Buka Program Studi Doktor Arsitektur Digital di Tengah Pandemi Covid-19 - https://t.co/X4adbYQ6jm","unika soegijapranata semarang resmi buka program studi doktor arsitektur digital pandemi covid",0,0
"97921",97921,2020-04-26,"Amrifaizal","sedih ndelok wong2 (termasuk aku) putar otak yoopo carane iso tetep dagang atau tiba2 menjadi pedagang
semoga Mei corona mabrungg insyaAllah","sedih ndelok putar otak yoopo carane iso tetep dagang pedagang semoga mei corona mabrungg insyaallah",1,0
"90611",90611,2020-04-26,"kompasiana","Kapan Virus Corona di Seluruh Dunia Berakhir? Ini Hasil Analisis Numerologi https://t.co/7e7CKGW6Zk | NgeblogDiRumah","virus corona dunia hasil analisis numerologi",8,12
"59073",59073,2020-04-27,"indieeds","Apps ini ngasi tau kita lg ada di zona aman/ga aman dari penyebaran Covid-19.
Apps ini melacak lokasi sekaligus merekam riwayat kontak dgn sesama pengguna. Kalo ada pengguna yg (+) Covid-19 &amp; kita terdeteksi prnh kontak/berada di lokasi yg sama, kita akn dpt alert. https://t.co/keb4xgHwo4","apps ngasi tau lg zona aman ga aman penyebaran covid apps melacak lokasi merekam riwayat kontak dgn pengguna kalo pengguna yg covid amp terdeteksi prnh kontak lokasi yg akn dpt alert",0,0
"28493",28493,2020-04-27,"kabarpol","Turn Back Hoax: [SALAH] Bioskop di Palangka Raya Kembali Buka di Tengah Persebaran Covid-19 https://t.co/x3Id2eaO4t https://t.co/gMmR9lQEiA","turn back hoax salah bioskop palangka raya buka persebaran covid",0,0
"86549",86549,2020-04-26,"evozax","Sepekan di Jagad Hiburan: Nikah dan Cerai, Hingga Konspirasi Corona ala Jerinx https://t.co/2dyg7l1aCX","sepekan jagad hiburan nikah cerai konspirasi corona ala jerinx",0,0
"7146",7146,2020-04-27,"FebrianFitra09","Corona dancuk, ngopi urong bar wes keno obrak wong polsek, udan sisan.. Kakekane","corona dancuk ngopi urong bar wes keno obrak polsek udan sisan kakekane",0,0
"8600",8600,2020-04-27,"amarafai0","@xxxthitancion Huhu i miss u so much, klo corona kelar wajib ketemu ini mahhh","huhu i miss u so much klo corona kelar wajib ketemu mahhh",0,0
"29936",29936,2020-04-27,"SandiPutra___","@niko_junius @chicohakim Memang anda tidak takut kena covid-19 tapi pernah gak anda berfikir kemungkinan anda yang membawa virus tersebut sehingga orang lain terinfeksi .","takut kena covid gak berfikir membawa virus orang terinfeksi",1,2
"53162",53162,2020-04-27,"sandhikapr","Udah mikir ide keras, persiapan udh mateng, udh running 75%, tinggal completing doang. Tp mlh hancur karena teman yg finishing malah exit project. Well this is life!

Udah promosi, keluar budget abis2an udh good selling. Laris manis tanjung kumpul, kena CORONA.Well this is life!","udah mikir ide keras persiapan udh mateng udh running tinggal completing doang tp mlh hancur teman yg finishing exit project well this is life udah promosi budget abisan udh good selling laris manis tanjung kumpul kena corona well this is life",0,0
"92078",92078,2020-04-26,"sathishachyutha","@Chirag6093 Andaru virus bommale vesaru ga..meeru mareenu.","andaru virus bommale vesaru ga meeru mareenu",0,0
"76081",76081,2020-04-26,"KhairaniFadilla","searching e-kelurahan di google news yg keluar berita corona semua bangsat.","searching e kelurahan google news yg berita corona bangsat",0,0
"44723",44723,2020-04-27,"Peppermintea1","@adenona_ HMMMMMM SELESAI CORONA LANGSUNG?!","hmmmmmm selesai corona langsung",0,0
"57984",57984,2020-04-27,"Binsar_serbundo","@InfoSPKS @dartowojtyla Ya disitu pentingnya Kepala daerah menyiapkan, dan memanggil semua pemangku kebijakan segera membantu Petanindan buruh sawit yg bakal terhempas covid 19","ya disitu kepala daerah memanggil pemangku kebijakan membantu petanindan buruh sawit yg terhempas covid",2,1
"15410",15410,2020-04-27,"dsthalawacom","Siyaluma GN - 04/26 dina twitter haraha denum dun paridi,
obage vasame Corona roga vahakayan sambandava res kara thaba gath thorathuru, karyalayata peminena vita regena ennna.(DS - Thalawa)","siyaluma gn dina twitter haraha denum dun paridi obage vasame corona roga vahakayan sambandava res kara thaba gath thorathuru karyalayata peminena vita regena ennna ds thalawa",0,0
"54535",54535,2020-04-27,"HarisLANjr","Lindungi diri Anda dan yang tercinta dari penyebaran COVID-19 dengan mengunduh PeduliLindungi di https://t.co/lU52iM9kqS . Unduh sekarang juga untuk menghentikan penyebaran COVID-19 di Indonesia! Pelajari selengkapnya di https://t.co/cvm8Bf5zms.","lindungi tercinta penyebaran covid mengunduh pedulilindungi",0,0
"12104",12104,2020-04-27,"stxrrynana","@cvtysminky jaga jarak dulu ah hyung lg corona, tos onlen aja yok <U+0001F62D><U+0001F62D>","jaga jarak ah hyung lg corona tos onlen aja yok",0,0
"16188",16188,2020-04-27,"L0Lomu","Tapi tak guna kalau reserves byk &amp; production boleh sustain tinggi kalau takde consumption. So aku tanya la trainer tu apa future oil &amp; gas industry post Covid-19? Dia jawab, takde siapa tau jawapan kpd soalan tu. Takde siapa tau future mcm mana.","reserves byk amp production sustain takde consumption so la trainer tu future oil amp gas industry post covid takde tau jawapan kpd soalan tu takde tau future mcm",0,0
"96509",96509,2020-04-26,"matafakta1","Polisi Amankan Puluhan Motor Balap Liar Ditengah Covid-19 https://t.co/iMeyD5dQTx https://t.co/AquCB0QExE","polisi amankan puluhan motor balap liar ditengah covid",0,0
"28477",28477,2020-04-27,"xoxodinii","@chalalalalapoh MAU BANGET KAKMELS:”( tp gimana corona gini<U+0001F62D><U+0001F62D>","banget kakmels ” tp gimana corona gini",0,0
"80706",80706,2020-04-26,"zonasubang","Update Corona di Indonesa Minggu 26 April 2020, Ini Datanya

https://t.co/akD55EL64g","update corona indonesa minggu april datanya",0,0
"36867",36867,2020-04-27,"idntimes","Dinyalakan di Monas, Bundaran HI dan ikon lainnya

#VirusCorona #Covid19 #UpdateVirusCorona https://t.co/1oQQ8kNbGj","dinyalakan monas bundaran hi ikon",0,0
"68366",68366,2020-04-26,"Muhamma40057367","@aleenismx micky virus kn ha","micky virus kn ha",0,0
"22712",22712,2020-04-27,"Yukheily1","@yellowdongpyo Aamiin corona kelar, x1 reboot!","aamiin corona kelar x reboot",0,0
"77663",77663,2020-04-26,"wahyuwi_dodo","@pauskyy @luckyindrabuana wkwkwkwk perang dunia di wabah corona","wkwkwkwk perang dunia wabah corona",0,0
"83620",83620,2020-04-26,"Choirur_Rizqi","Aku berharap selepas Corona dosis fluoxetin sama risperidone yang aku konsumsi diturunkan oleh psikiater. Dan kemudian mengatakan dengan lantang ""Bye Depresi"".

Ya walaupun dalam suatu waktu dia bisa balik lagi, semoga saja tidak separah tahun lalu.

#fightagainstdepression","berharap selepas corona dosis fluoxetin risperidone konsumsi diturunkan psikiater lantang bye depresi ya semoga separah",0,0
"103214",103214,2020-04-26,"Skrspwjy","@RahmahKarunia1 Makasihhh, besok Corona ilang ketemu deh wkwkwk","makasihhh besok corona ilang ketemu deh wkwkwk",0,0
"103327",103327,2020-04-26,"Yovi96430326","Semoga wabah virus cpat hilang,bisa ngajak anak2 yatim tuk buber lagi,yg penuh dengan senyum gembira https://t.co/OczN3nIBno","semoga wabah virus cpat hilang ngajak anak yatim tuk buber yg penuh senyum gembira",0,0
"50125",50125,2020-04-27,"Dickusnadi1","@Zul__88 Yg gak becus sebenernya dia itu virus jg
#PemdaLemahPSBBGagal","yg gak becus sebenernya virus jg",1,3
"97411",97411,2020-04-26,"sadboy_katanya","Ada yang lagi jaga jarak, bukan karna covid-19 tapi karena cemburu dan sadar bukan siapa². ~ <U+0001F923><U+0001F923><U+0001F923>","jaga jarak karna covid cemburu sadar",0,3
"72514",72514,2020-04-26,"ntvkenya","Watu 12 zaidi wana Corona: Visa vipya vimepatikana katika kaunti za Nairobi na Mombasa.

Kufikia sasa Kenya imeripoti visa 355 vya Corona. #NTVJioni @leilakhatenje https://t.co/11a0DiRX5G","watu zaidi wana corona visa vipya vimepatikana katika kaunti za nairobi na mombasa kufikia sasa kenya imeripoti visa vya corona",2,20
"71386",71386,2020-04-26,"nadhifpratama27","Suwe"" jenggot iki nek tak dowono sampek corona mari iso dadi syekh aku <U+0001F602>","suwe jenggot iki nek dowono sampek corona mari iso dadi syekh",0,0
"70021",70021,2020-04-26,"baileina","@anisyaii @uliiidoang astaghfirullah corona, ojo mancing sek","astaghfirullah corona ojo mancing sek",0,0
"48707",48707,2020-04-27,"LeoellyLeo","@tludovick Kujaribu siyo shida mkuu, but hizo dawa nazo bila vipimo zinadhuru. Halafu tunajikuta tunapoteza muda wa kufuata ushauri tunaopewa na WHO kwa ukaribu zaidi. Virus hasa Coronavirus unatakiwa uwe step kumi mbele yake ili kuweza kupambana nayo. Sisi tuko hatua 10 nyuma","kujaribu siyo shida mkuu but hizo dawa nazo vipimo zinadhuru halafu tunajikuta tunapoteza muda wa kufuata ushauri tunaopewa na who kwa ukaribu zaidi virus hasa coronavirus unatakiwa uwe step kumi mbele yake ili kuweza kupambana nayo sisi tuko hatua nyuma",0,1
"55289",55289,2020-04-27,"Berita9com","Balita Penjual Bakso Positif Covid-19, Belum Diketahui Tertularnya Darimana? - https://t.co/WmhBy3nz4h https://t.co/RPyZGjdtoy","balita penjual bakso positif covid tertularnya darimana",0,0
"77180",77180,2020-04-26,"Stenky0","Jangan ambil resiko selain demi keamanan, virus corona mudah menyebar melalui percikan batuk/bersin dan menempel dibenda-benda oleh karena itu dirumah saja.
#dirumahaja
#tundamudik https://t.co/iRDJ9B86DL","ambil resiko keamanan virus corona mudah menyebar percikan batuk bersin menempel dibenda benda dirumah",0,0
"43376",43376,2020-04-27,"BudhyNurgianto","Jadi teringat program cetak sawah baru empat tahun lalu. Jika tidak salah tujuannya juga adalah untuk menjamin ketahanan pangan publik. Kira2 hasilnya saat ini bagaimana, apakah kita masih bergantung pangan impor. @BPIPRI

https://t.co/hIux8lG39E","program cetak sawah salah tujuannya menjamin ketahanan pangan publik hasilnya bergantung pangan impor",0,0
"23139",23139,2020-04-27,"fmtoday","Harga siling semasa bagi rumah mampu milik di Pulau Pinang dan tanah besar adalah masing-masing RM300,000 dan RM250,000 seunit. #FMTNews #Rumah #PKP #Covid19  https://t.co/uHjTynnfKH","harga siling rumah milik pulau pinang tanah rm rm seunit",1,3
"44337",44337,2020-04-27,"branwal_sagar","@anjanaomkashyap Jijjji corona amiro se bohot pyar krta h... Apna dhyan rkhe....","jijjji corona amiro bohot pyar krta h apna dhyan rkhe",0,0
"65001",65001,2020-04-26,"mdnurabala","#MD
Ga wannan iskancin na Atheists<U+0001F644>, Ga Corona<U+0001F646><U+200D><U+2642><U+FE0F>, Ga Lockdown<U+0001F60F>, Ga talauci<U+0001F620>, Ga yunwa<U+0001F62D>.
Amma akwai ALLAH <U+0001F44F> , Muna da Hope <U+0001F64F><U+0001F64F><U+0001F64F>","ga wannan iskancin na atheists",0,3
"50355",50355,2020-04-27,"chewanie_","@softybubu Wkwk mau kasih apa loh, ada corona nih","wkwk kasih loh corona nih",0,0
"60875",60875,2020-04-27,"nvrangel_","@detikcom Efek corona banyak pasangan mulai renggang dan banyak pula yang bubaran. Sad <U+0001F630>","efek corona pasangan renggang bubaran sad",0,0
"43234",43234,2020-04-27,"cumaghita","@JoddySetiawan20 @Arie_Kriting @kompascom engga papa, yg begini gausah susah susah di edukasi, biarin aja kena corona, biar legaan tanah air indonesia.","engga papa yg gausah susah susah edukasi biarin aja kena corona biar legaan tanah air indonesia",0,0
